id,focus,signal,slack,drag,confidence,score,lane
l001,retry load,35,33,6,25,199,watch
l002,worker slack,35,34,6,55,260,ship
l003,session drift,35,35,6,85,321,ship
l004,queue pressure,35,36,18,25,154,watch
l005,retry load,35,37,18,55,215,ship
l006,worker slack,35,38,18,85,276,ship
l007,session drift,35,39,34,25,93,hold
l008,queue pressure,35,40,34,55,154,watch
l009,retry load,35,41,34,85,215,ship
l010,worker slack,60,42,6,25,308,ship
l011,session drift,60,43,6,55,369,ship
l012,queue pressure,60,44,6,85,430,ship
l013,retry load,60,45,18,25,263,ship
l014,worker slack,60,46,18,55,324,ship
l015,session drift,60,47,18,85,385,ship
l016,queue pressure,60,48,34,25,202,watch
l017,retry load,60,32,34,55,246,ship
l018,worker slack,60,33,34,85,307,ship
l019,session drift,85,34,6,25,400,ship
l020,queue pressure,85,35,6,55,461,ship
l021,retry load,85,36,6,85,522,ship
l022,worker slack,85,37,18,25,355,ship
l023,session drift,85,38,18,55,416,ship
l024,queue pressure,85,39,18,85,477,ship
l025,retry load,85,40,34,25,294,ship
l026,worker slack,85,41,34,55,355,ship
l027,session drift,85,42,34,85,416,ship
